,dummy,T,P,Ff,U,Td,Demand/Usage
2017-11-29 07:00:00,1,11.5,756.9,5.0,74.5,7.0,3168.72
2017-11-29 08:00:00,1,12.0,757.3,5.5,77.0,8.0,2663.28
2017-11-29 09:00:00,1,12.0,756.9,6.0,77.0,8.0,2546.64
2017-11-29 10:00:00,1,12.5,756.2,7.0,74.5,8.0,3013.2
2017-11-29 11:00:00,1,12.5,755.4,6.5,77.0,8.5,2805.84
2017-11-29 12:00:00,1,12.0,754.6,5.5,82.0,9.0,2747.52
2017-11-29 13:00:00,1,12.0,753.9,5.5,88.0,10.0,3389.04
2017-11-29 14:00:00,1,13.0,753.1,5.5,82.0,10.0,3363.12
2017-11-29 15:00:00,1,12.0,753.5,4.0,91.0,10.5,3453.84
2017-11-29 16:00:00,1,12.0,752.7,2.0,94.0,11.0,2514.24
2017-11-29 17:00:00,1,12.0,752.3,2.0,94.0,11.0,758.16
2017-11-29 18:00:00,1,12.0,751.6,3.5,94.0,11.0,1963.44
2017-11-29 19:00:00,1,12.5,750.8,5.0,91.0,11.0,2928.96
2017-11-29 20:00:00,1,13.0,750.45,5.5,94.0,12.0,2501.28
2017-11-29 21:00:00,1,13.0,750.1,3.5,94.0,12.0,2358.72
2017-11-29 22:00:00,1,11.5,750.1,3.0,94.0,10.5,2196.72
2017-11-29 23:00:00,1,10.5,750.1,2.5,97.0,10.0,2961.36
2017-11-30 00:00:00,1,10.0,750.45,2.5,94.0,9.0,2669.76
2017-11-30 01:00:00,1,10.0,750.45,2.0,94.0,9.0,1859.76
2017-11-30 02:00:00,1,9.0,750.8,1.0,100.0,9.0,2669.76
2017-11-30 03:00:00,1,9.0,750.8,2.0,97.0,8.5,2410.56
2017-11-30 04:00:00,1,9.0,750.8,1.0,94.0,8.0,2099.52
2017-11-30 05:00:00,1,8.0,750.8,1.5,96.5,7.5,797.04
2017-11-30 06:00:00,1,7.0,751.2,2.0,96.5,6.5,1386.72
2017-11-30 07:00:00,1,7.0,751.6,2.5,93.0,6.0,1620.0
2017-11-30 08:00:00,1,7.5,751.6,3.5,90.0,6.0,2961.36
2017-11-30 09:00:00,1,11.5,752.3,3.5,82.0,8.5,2896.56
2017-11-30 10:00:00,1,12.5,753.1,4.5,67.0,6.5,3246.48
2017-11-30 11:00:00,1,12.5,753.1,4.0,61.0,5.0,3259.44
2017-11-30 12:00:00,1,13.0,753.1,4.5,53.0,3.5,2280.96
2017-11-30 13:00:00,1,13.0,753.1,4.5,45.5,1.5,2170.8
2017-11-30 14:00:00,1,13.0,753.1,5.0,49.0,2.5,2877.12
2017-11-30 15:00:00,1,11.5,753.9,6.0,56.0,3.0,2520.72
2017-11-30 16:00:00,1,10.5,754.6,3.0,58.0,2.5,2190.24
2017-11-30 17:00:00,1,10.0,754.6,3.0,58.0,2.0,771.12
2017-11-30 18:00:00,1,10.0,755.0,3.0,60.0,2.5,2073.6
2017-11-30 19:00:00,1,9.5,755.4,2.5,66.5,3.5,2520.72
2017-11-30 20:00:00,1,9.0,755.4,2.5,71.0,4.0,2404.08
2017-11-30 21:00:00,1,9.0,755.4,3.5,68.5,3.5,2941.92
2017-11-30 22:00:00,1,8.0,755.4,3.0,71.0,3.0,2831.76
2017-11-30 23:00:00,1,8.0,755.4,2.5,71.0,3.0,2695.68
2017-12-01 00:00:00,1,,,,,,2274.48
2017-12-01 01:00:00,1,,,,,,2125.44
2017-12-01 02:00:00,1,,,,,,1289.52
2017-12-01 03:00:00,1,,,,,,907.2
2017-12-01 04:00:00,1,,,,,,868.32
2017-12-01 05:00:00,1,,,,,,680.4
2017-12-01 06:00:00,1,,,,,,602.64
2017-12-01 07:00:00,1,,,,,,531.36
2017-12-01 08:00:00,1,,,,,,537.84
2017-12-01 09:00:00,1,,,,,,544.32
2017-12-01 10:00:00,1,,,,,,570.24
2017-12-01 11:00:00,1,,,,,,550.8
2017-12-01 12:00:00,1,,,,,,505.44
2017-12-01 13:00:00,1,,,,,,550.8
2017-12-01 14:00:00,1,,,,,,518.4
2017-12-01 15:00:00,1,,,,,,537.84
2017-12-01 16:00:00,1,,,,,,511.92
2017-12-01 17:00:00,1,,,,,,479.52
2017-12-01 18:00:00,1,,,,,,524.88
2017-12-01 19:00:00,1,,,,,,505.44
2017-12-01 20:00:00,1,,,,,,531.36
2017-12-01 21:00:00,1,,,,,,498.96
2017-12-01 22:00:00,1,,,,,,498.96
2017-12-01 23:00:00,1,,,,,,479.52
2017-12-02 00:00:00,1,,,,,,492.48
2017-12-02 01:00:00,1,,,,,,453.6
2017-12-02 02:00:00,1,,,,,,421.2
2017-12-02 03:00:00,1,,,,,,187.92
2017-12-02 04:00:00,1,,,,,,123.12
2017-12-02 05:00:00,1,,,,,,110.16
2017-12-02 06:00:00,1,,,,,,116.64
2017-12-02 07:00:00,1,,,,,,110.16
2017-12-02 08:00:00,1,,,,,,103.68
2017-12-02 09:00:00,1,,,,,,110.16
2017-12-02 10:00:00,1,,,,,,110.16
2017-12-02 11:00:00,1,,,,,,97.2
2017-12-02 12:00:00,1,,,,,,103.68
2017-12-02 13:00:00,1,,,,,,97.2
2017-12-02 14:00:00,1,,,,,,103.68
2017-12-02 15:00:00,1,,,,,,97.2
2017-12-02 16:00:00,1,,,,,,103.68
2017-12-02 17:00:00,1,,,,,,97.2
2017-12-02 18:00:00,1,,,,,,110.16
2017-12-02 19:00:00,1,,,,,,103.68
2017-12-02 20:00:00,1,,,,,,103.68
2017-12-02 21:00:00,1,,,,,,110.16
2017-12-02 22:00:00,1,,,,,,103.68
2017-12-02 23:00:00,1,,,,,,116.64
2017-12-03 00:00:00,1,,,,,,110.16
2017-12-03 01:00:00,1,,,,,,110.16
2017-12-03 02:00:00,1,,,,,,110.16
2017-12-03 03:00:00,1,,,,,,116.64
2017-12-03 04:00:00,1,,,,,,110.16
2017-12-03 05:00:00,1,,,,,,110.16
2017-12-03 06:00:00,1,,,,,,110.16
2017-12-03 07:00:00,1,,,,,,116.64
2017-12-03 08:00:00,1,,,,,,110.16
2017-12-03 09:00:00,1,,,,,,103.68
2017-12-03 10:00:00,1,,,,,,110.16
2017-12-03 11:00:00,1,,,,,,97.2
2017-12-03 12:00:00,1,,,,,,103.68
2017-12-03 13:00:00,1,,,,,,97.2
2017-12-03 14:00:00,1,,,,,,97.2
2017-12-03 15:00:00,1,,,,,,103.68
2017-12-03 16:00:00,1,,,,,,97.2
2017-12-03 17:00:00,1,,,,,,103.68
2017-12-03 18:00:00,1,,,,,,103.68
2017-12-03 19:00:00,1,,,,,,110.16
2017-12-03 20:00:00,1,,,,,,103.68
2017-12-03 21:00:00,1,,,,,,259.2
2017-12-03 22:00:00,1,,,,,,745.2
2017-12-03 23:00:00,1,,,,,,1224.72
2017-12-04 00:00:00,1,,,,,,751.68
2017-12-04 01:00:00,1,,,,,,641.52
2017-12-04 02:00:00,1,,,,,,706.32
2017-12-04 03:00:00,1,,,,,,1023.84
2017-12-04 04:00:00,1,,,,,,1853.28
2017-12-04 05:00:00,1,,,,,,2196.72
2017-12-04 06:00:00,1,,,,,,1581.12
2017-12-04 07:00:00,1,,,,,,2851.2
2017-12-04 08:00:00,1,,,,,,3337.2
2017-12-04 09:00:00,1,,,,,,2345.76
2017-12-04 10:00:00,1,,,,,,2987.28
2017-12-04 11:00:00,1,,,,,,2488.32
2017-12-04 12:00:00,1,,,,,,2313.36
2017-12-04 13:00:00,1,,,,,,2507.76
2017-12-04 14:00:00,1,,,,,,3376.08
2017-12-04 15:00:00,1,,,,,,3032.64
2017-12-04 16:00:00,1,,,,,,2922.48
2017-12-04 17:00:00,1,,,,,,1827.36
2017-12-04 18:00:00,1,,,,,,1529.28
2017-12-04 19:00:00,1,,,,,,3421.44
2017-12-04 20:00:00,1,,,,,,3155.76
2017-12-04 21:00:00,1,,,,,,2559.6
2017-12-04 22:00:00,1,,,,,,2974.32
2017-12-04 23:00:00,1,,,,,,3311.28
2017-12-05 00:00:00,1,,,,,,2974.32
2017-12-05 01:00:00,1,,,,,,2585.52
2017-12-05 02:00:00,1,,,,,,2851.2
2017-12-05 03:00:00,1,,,,,,2280.96
2017-12-05 04:00:00,1,,,,,,1911.6
2017-12-05 05:00:00,1,,,,,,3317.76
2017-12-05 06:00:00,1,,,,,,1620.0
2017-12-05 07:00:00,1,,,,,,2967.84
2017-12-05 08:00:00,1,,,,,,3006.72
2017-12-05 09:00:00,1,,,,,,2980.8
2017-12-05 10:00:00,1,,,,,,2838.24
2017-12-05 11:00:00,1,,,,,,3071.52
2017-12-05 12:00:00,1,,,,,,2255.04
2017-12-05 13:00:00,1,,,,,,2864.16
2017-12-05 14:00:00,1,,,,,,2358.72
2017-12-05 15:00:00,1,,,,,,2643.84
2017-12-05 16:00:00,1,,,,,,2831.76
2017-12-05 17:00:00,1,,,,,,1004.4
2017-12-05 18:00:00,1,,,,,,2028.24
2017-12-05 19:00:00,1,,,,,,2371.68
2017-12-05 20:00:00,1,,,,,,2255.04
2017-12-05 21:00:00,1,,,,,,3207.6
2017-12-05 22:00:00,1,,,,,,2870.64
2017-12-05 23:00:00,1,,,,,,2721.6
2017-12-06 00:00:00,1,21.0,762.0,1.5,48.0,9.5,2248.56
2017-12-06 01:00:00,1,21.5,762.0,3.0,43.5,8.5,2540.16
2017-12-06 02:00:00,1,20.0,762.0,2.5,49.0,9.0,2773.44
2017-12-06 03:00:00,1,21.0,762.0,3.0,50.0,10.0,2682.72
2017-12-06 04:00:00,1,22.0,762.0,3.0,47.0,10.0,3227.04
2017-12-06 05:00:00,1,20.0,762.0,2.0,51.0,9.5,797.04
2017-12-06 06:00:00,1,19.5,762.4,1.5,54.5,10.0,1892.16
2017-12-06 07:00:00,1,22.0,762.8,1.5,47.0,10.0,2358.72
2017-12-06 08:00:00,1,23.5,762.8,2.0,47.0,11.5,2598.48
2017-12-06 09:00:00,1,26.0,762.8,2.0,34.5,9.0,2624.4
2017-12-06 10:00:00,1,27.0,762.8,3.0,31.0,8.5,1756.08
2017-12-06 11:00:00,1,28.0,762.8,3.0,28.0,8.0,3039.12
2017-12-06 12:00:00,1,28.5,762.8,3.5,26.5,7.5,3589.92
2017-12-06 13:00:00,1,29.0,762.8,4.0,25.0,7.0,3596.4
2017-12-06 14:00:00,1,29.0,762.8,4.0,27.0,8.0,3214.08
2017-12-06 15:00:00,1,28.5,762.0,4.0,27.5,8.0,3214.08
2017-12-06 16:00:00,1,28.5,762.0,4.0,25.5,7.0,2306.88
2017-12-06 17:00:00,1,28.0,762.0,4.0,27.0,7.5,784.08
2017-12-06 18:00:00,1,27.0,762.0,4.0,30.0,8.0,2462.4
2017-12-06 19:00:00,1,27.0,762.0,3.0,28.0,7.0,2566.08
2017-12-06 20:00:00,1,25.0,762.0,2.0,39.0,10.0,2093.04
2017-12-06 21:00:00,1,23.0,762.0,1.5,51.5,12.5,2151.36
2017-12-06 22:00:00,1,22.0,762.4,1.0,63.0,14.5,1445.04
2017-12-06 23:00:00,1,20.5,762.8,1.5,56.5,11.5,2313.36
2017-12-07 00:00:00,1,22.5,762.0,2.0,65.0,15.5,1114.56
2017-12-07 01:00:00,1,22.0,762.0,2.0,59.0,13.5,2242.08
2017-12-07 02:00:00,1,22.0,762.0,2.0,65.0,15.0,1075.68
2017-12-07 03:00:00,1,21.0,762.0,1.5,68.5,15.0,978.48
2017-12-07 04:00:00,1,21.0,761.2,0.5,73.0,16.0,855.36
2017-12-07 05:00:00,1,20.0,761.6,2.0,66.5,13.5,693.36
2017-12-07 06:00:00,1,21.5,761.2,2.0,60.5,13.5,544.32
2017-12-07 07:00:00,1,24.0,761.2,1.0,55.5,14.5,589.68
2017-12-07 08:00:00,1,26.0,761.2,2.0,58.0,17.0,596.16
2017-12-07 09:00:00,1,28.0,761.2,2.0,45.5,15.0,563.76
2017-12-07 10:00:00,1,30.5,761.2,4.5,39.0,15.0,576.72
2017-12-07 11:00:00,1,31.5,761.2,3.0,38.0,15.5,563.76
2017-12-07 12:00:00,1,31.0,761.2,4.0,40.0,16.0,505.44
2017-12-07 13:00:00,1,31.5,761.2,3.5,39.0,16.0,576.72
2017-12-07 14:00:00,1,32.0,760.5,3.5,39.5,16.5,531.36
2017-12-07 15:00:00,1,32.0,760.5,3.5,39.5,16.5,537.84
2017-12-07 16:00:00,1,32.5,760.5,3.0,36.0,15.5,511.92
2017-12-07 17:00:00,1,32.0,760.1,3.5,37.0,15.5,486.0
2017-12-07 18:00:00,1,31.0,760.1,3.5,46.5,18.0,498.96
2017-12-07 19:00:00,1,29.5,760.5,3.5,55.0,19.5,440.64
2017-12-07 20:00:00,1,28.0,760.5,2.0,62.0,20.0,460.08
2017-12-07 21:00:00,1,26.5,760.5,1.0,70.0,20.5,453.6
2017-12-07 22:00:00,1,25.5,760.5,1.0,76.5,21.0,453.6
2017-12-07 23:00:00,1,25.0,760.5,1.0,76.5,20.5,427.68
2017-12-08 00:00:00,1,21.0,762.0,3.0,64.0,14.0,460.08
2017-12-08 01:00:00,1,21.0,761.6,2.5,64.0,14.0,440.64
2017-12-08 02:00:00,1,20.0,761.2,2.0,69.0,14.0,453.6
2017-12-08 03:00:00,1,20.5,760.5,3.0,64.0,13.5,382.32
2017-12-08 04:00:00,1,20.0,760.5,4.5,64.0,13.0,369.36
2017-12-08 05:00:00,1,20.5,760.5,4.0,62.0,13.0,375.84
2017-12-08 06:00:00,1,20.0,760.5,3.5,64.0,13.0,395.28
2017-12-08 07:00:00,1,21.0,760.5,4.0,60.5,13.0,473.04
2017-12-08 08:00:00,1,21.5,760.5,3.5,60.5,13.5,466.56
2017-12-08 09:00:00,1,21.0,760.5,2.0,69.0,15.0,466.56
2017-12-08 10:00:00,1,23.0,760.5,2.5,55.5,13.5,498.96
2017-12-08 11:00:00,1,23.5,761.2,3.0,47.0,11.5,466.56
2017-12-08 12:00:00,1,25.0,760.85,3.0,38.0,9.5,434.16
2017-12-08 13:00:00,1,24.5,760.5,6.0,38.5,9.5,473.04
2017-12-08 14:00:00,1,26.5,760.5,5.0,35.5,10.0,453.6
2017-12-08 15:00:00,1,26.0,760.5,6.5,33.0,8.5,421.2
2017-12-08 16:00:00,1,26.0,760.1,6.5,34.5,9.0,369.36
2017-12-08 17:00:00,1,25.0,760.1,6.0,36.0,9.0,369.36
2017-12-08 18:00:00,1,25.0,760.5,5.5,41.0,10.5,395.28
2017-12-08 19:00:00,1,24.0,760.5,5.0,50.0,13.0,362.88
2017-12-08 20:00:00,1,23.0,760.85,4.5,55.0,13.5,395.28
2017-12-08 21:00:00,1,22.0,761.2,3.0,61.0,14.0,401.76
2017-12-08 22:00:00,1,21.0,761.6,3.5,55.0,11.5,382.32
2017-12-08 23:00:00,1,21.0,762.0,2.0,55.0,11.5,369.36
2017-12-09 00:00:00,1,17.0,754.6,1.5,83.0,14.0,388.8
2017-12-09 01:00:00,1,16.0,754.6,2.0,88.0,14.0,356.4
2017-12-09 02:00:00,1,16.0,754.6,3.0,88.0,14.0,362.88
2017-12-09 03:00:00,1,16.5,755.4,3.0,91.0,15.0,181.44
2017-12-09 04:00:00,1,17.5,755.4,3.0,88.0,15.5,110.16
2017-12-09 05:00:00,1,17.0,755.4,3.0,88.0,15.0,110.16
2017-12-09 06:00:00,1,17.5,755.4,3.0,85.5,15.0,110.16
2017-12-09 07:00:00,1,19.0,756.2,4.0,80.5,15.5,116.64
2017-12-09 08:00:00,1,20.0,756.2,4.5,78.0,16.0,103.68
2017-12-09 09:00:00,1,21.0,756.55,5.0,73.0,16.0,103.68
2017-12-09 10:00:00,1,22.0,757.3,6.0,69.0,16.0,110.16
2017-12-09 11:00:00,1,23.0,757.7,5.5,65.0,16.0,103.68
2017-12-09 12:00:00,1,24.0,757.95,4.5,59.0,15.5,103.68
2017-12-09 13:00:00,1,24.0,758.6,4.0,59.0,15.5,103.68
2017-12-09 14:00:00,1,23.5,759.0,4.5,59.0,15.0,103.68
2017-12-09 15:00:00,1,23.0,759.35,4.5,55.0,13.5,103.68
2017-12-09 16:00:00,1,23.0,759.7,5.0,51.5,12.5,103.68
2017-12-09 17:00:00,1,22.5,759.7,5.0,53.0,12.5,110.16
2017-12-09 18:00:00,1,21.5,759.7,3.0,57.0,12.5,110.16
2017-12-09 19:00:00,1,20.0,760.5,3.0,64.0,13.0,116.64
2017-12-09 20:00:00,1,20.0,760.5,3.0,60.0,12.0,110.16
2017-12-09 21:00:00,1,20.0,761.2,2.5,62.0,12.5,110.16
2017-12-09 22:00:00,1,19.0,761.6,3.0,68.0,13.0,116.64
2017-12-09 23:00:00,1,19.0,762.0,2.0,73.0,14.0,116.64
2017-12-10 00:00:00,1,13.5,768.1,2.5,85.0,11.0,116.64
2017-12-10 01:00:00,1,13.5,768.1,2.5,94.0,12.5,116.64
2017-12-10 02:00:00,1,13.5,768.1,2.5,91.0,12.0,116.64
2017-12-10 03:00:00,1,14.0,768.1,2.0,79.5,10.5,116.64
2017-12-10 04:00:00,1,14.0,768.1,1.5,72.0,9.0,116.64
2017-12-10 05:00:00,1,13.0,768.1,2.0,82.0,10.0,116.64
2017-12-10 06:00:00,1,12.0,768.1,1.5,85.0,9.5,110.16
2017-12-10 07:00:00,1,13.0,768.1,1.0,77.0,9.0,116.64
2017-12-10 08:00:00,1,13.5,768.9,1.5,82.0,10.5,116.64
2017-12-10 09:00:00,1,15.5,768.9,2.5,74.5,11.0,110.16
2017-12-10 10:00:00,1,17.5,769.6,1.0,66.0,11.0,110.16
2017-12-10 11:00:00,1,20.0,769.6,1.5,58.5,11.5,110.16
2017-12-10 12:00:00,1,21.5,769.6,1.5,51.5,11.0,103.68
2017-12-10 13:00:00,1,22.5,768.9,2.0,44.0,9.5,110.16
2017-12-10 14:00:00,1,23.0,768.9,3.5,45.5,10.5,103.68
2017-12-10 15:00:00,1,23.0,768.9,4.0,48.5,11.5,103.68
2017-12-10 16:00:00,1,22.5,768.9,3.5,50.0,11.5,103.68
2017-12-10 17:00:00,1,20.5,768.9,4.0,66.5,14.0,110.16
2017-12-10 18:00:00,1,19.0,768.9,2.0,73.0,14.0,110.16
2017-12-10 19:00:00,1,17.5,768.9,1.5,80.5,14.0,116.64
2017-12-10 20:00:00,1,15.5,769.25,2.0,91.0,14.0,110.16
2017-12-10 21:00:00,1,15.0,769.6,2.0,88.0,13.0,200.88
2017-12-10 22:00:00,1,16.5,769.6,2.0,83.0,13.5,861.84
2017-12-10 23:00:00,1,15.5,769.6,2.5,88.0,13.5,1121.04
2017-12-11 00:00:00,1,10.0,760.5,3.0,82.0,7.0,738.72
2017-12-11 01:00:00,1,9.5,759.7,3.0,84.5,7.0,570.24
2017-12-11 02:00:00,1,9.0,759.7,3.0,87.0,7.0,602.64
2017-12-11 03:00:00,1,9.0,759.7,2.0,87.0,7.0,965.52
2017-12-11 04:00:00,1,9.0,759.7,3.0,87.0,7.0,2157.84
2017-12-11 05:00:00,1,9.5,759.35,3.0,87.5,7.5,2041.2
2017-12-11 06:00:00,1,9.5,759.0,3.0,91.0,8.0,1840.32
2017-12-11 07:00:00,1,9.5,759.0,2.5,91.0,8.0,1594.08
2017-12-11 08:00:00,1,11.5,759.0,2.0,88.0,9.5,3214.08
2017-12-11 09:00:00,1,15.5,759.0,1.5,70.0,10.0,2462.4
2017-12-11 10:00:00,1,15.5,759.0,3.5,65.5,9.0,2404.08
2017-12-11 11:00:00,1,16.5,758.2,5.5,61.0,9.0,2423.52
2017-12-11 12:00:00,1,16.5,757.7,4.0,63.5,9.5,2708.64
2017-12-11 13:00:00,1,15.0,757.3,3.5,79.5,11.5,2760.48
2017-12-11 14:00:00,1,14.5,756.55,3.5,82.5,11.5,2805.84
2017-12-11 15:00:00,1,14.0,755.8,3.0,91.0,12.5,2721.6
2017-12-11 16:00:00,1,14.0,755.4,4.0,91.0,12.5,2630.88
2017-12-11 17:00:00,1,14.0,754.6,4.5,88.0,12.0,1328.4
2017-12-11 18:00:00,1,14.0,754.25,5.0,88.0,12.0,1522.8
2017-12-11 19:00:00,1,14.5,753.5,5.0,85.0,12.0,2805.84
2017-12-11 20:00:00,1,14.5,753.1,4.0,85.0,12.0,2825.28
2017-12-11 21:00:00,1,14.0,752.7,4.0,88.0,12.0,2449.44
2017-12-11 22:00:00,1,14.0,751.95,4.0,85.0,11.5,2572.56
2017-12-11 23:00:00,1,14.0,751.6,5.0,82.0,11.0,2235.6
2017-12-12 00:00:00,1,15.0,756.9,9.5,77.0,11.0,2118.96
2017-12-12 01:00:00,1,15.0,757.3,9.5,77.0,11.0,2760.48
2017-12-12 02:00:00,1,15.0,757.7,9.0,77.0,11.0,1807.92
2017-12-12 03:00:00,1,15.0,757.7,9.0,77.0,11.0,2216.16
2017-12-12 04:00:00,1,15.0,756.9,10.0,77.0,11.0,2928.96
2017-12-12 05:00:00,1,15.0,757.3,9.0,77.0,11.0,745.2
2017-12-12 06:00:00,1,15.0,758.2,8.0,77.0,11.0,1509.84
2017-12-12 07:00:00,1,15.0,758.2,8.0,77.0,11.0,2507.76
2017-12-12 08:00:00,1,15.0,759.0,8.0,77.0,11.0,2533.68
2017-12-12 09:00:00,1,15.0,759.7,7.0,77.0,11.0,2216.16
2017-12-12 10:00:00,1,15.0,759.7,5.5,79.5,11.5,2358.72
2017-12-12 11:00:00,1,15.5,759.7,6.5,77.0,11.5,2553.12
2017-12-12 12:00:00,1,16.0,759.7,7.5,77.0,12.0,2255.04
2017-12-12 13:00:00,1,16.0,759.7,7.0,77.0,12.0,2054.16
2017-12-12 14:00:00,1,16.0,759.7,7.0,77.0,12.0,1250.64
2017-12-12 15:00:00,1,15.0,759.7,6.0,82.0,12.0,3013.2
2017-12-12 16:00:00,1,15.0,760.5,4.5,85.0,12.5,2371.68
2017-12-12 17:00:00,1,15.0,760.5,5.0,88.0,13.0,1866.24
2017-12-12 18:00:00,1,15.0,760.85,5.0,88.0,13.0,1607.04
2017-12-12 19:00:00,1,15.0,761.2,5.0,88.0,13.0,1730.16
2017-12-12 20:00:00,1,15.0,761.2,5.5,88.0,13.0,1736.64
2017-12-12 21:00:00,1,15.0,761.2,6.0,88.0,13.0,2747.52
2017-12-12 22:00:00,1,14.0,761.6,5.5,91.0,12.5,2721.6
2017-12-12 23:00:00,1,12.0,762.0,3.0,94.0,11.0,2559.6
2017-12-13 00:00:00,1,11.0,762.8,2.0,100.0,11.0,2397.6
2017-12-13 01:00:00,1,11.0,762.8,2.5,97.0,10.5,3402.0
2017-12-13 02:00:00,1,11.5,763.15,3.0,91.0,10.0,3259.44
2017-12-13 03:00:00,1,11.0,762.8,2.0,94.0,10.0,3363.12
2017-12-13 04:00:00,1,11.0,762.8,2.0,94.0,10.0,2170.8
2017-12-13 05:00:00,1,11.0,763.5,2.0,94.0,10.0,712.8
2017-12-13 06:00:00,1,11.0,763.5,2.5,94.0,10.0,2093.04
2017-12-13 07:00:00,1,11.0,763.5,2.5,94.0,10.0,2851.2
2017-12-13 08:00:00,1,11.5,763.5,2.0,91.0,10.0,2916.0
2017-12-13 09:00:00,1,12.0,764.3,3.0,88.0,10.0,2980.8
2017-12-13 10:00:00,1,13.0,764.3,3.0,82.0,10.0,2624.4
2017-12-13 11:00:00,1,13.0,764.3,3.0,72.0,8.0,3240.0
2017-12-13 12:00:00,1,13.0,763.5,3.0,69.5,7.5,2442.96
2017-12-13 13:00:00,1,13.0,763.5,3.5,63.0,6.0,3661.2
2017-12-13 14:00:00,1,13.0,763.5,4.0,65.0,6.5,3291.84
2017-12-13 15:00:00,1,12.0,763.5,2.0,69.5,6.5,3667.68
2017-12-13 16:00:00,1,11.5,763.5,2.5,69.5,6.0,3155.76
2017-12-13 17:00:00,1,10.0,763.5,2.0,73.5,5.5,771.12
2017-12-13 18:00:00,1,9.5,763.5,2.0,73.5,5.0,2391.12
2017-12-13 19:00:00,1,8.0,763.5,3.0,76.0,4.0,2786.4
2017-12-13 20:00:00,1,8.5,763.9,3.0,76.0,4.5,2002.32
2017-12-13 21:00:00,1,8.0,763.5,3.0,82.0,5.0,3557.52
2017-12-13 22:00:00,1,8.0,763.5,3.0,82.0,5.0,2741.04
2017-12-13 23:00:00,1,8.0,763.5,2.5,82.0,5.0,3142.8
2017-12-14 00:00:00,1,9.0,763.5,3.0,76.0,5.0,2831.76
2017-12-14 01:00:00,1,8.0,763.5,2.0,82.0,5.0,3013.2
2017-12-14 02:00:00,1,8.5,762.8,3.0,76.0,4.5,2903.04
2017-12-14 03:00:00,1,10.0,763.5,2.5,79.0,6.5,1166.4
2017-12-14 04:00:00,1,10.0,762.8,3.0,82.0,7.0,855.36
2017-12-14 05:00:00,1,11.5,762.8,3.0,77.0,7.5,758.16
2017-12-14 06:00:00,1,12.0,762.0,3.5,72.0,7.0,745.2
2017-12-14 07:00:00,1,12.0,762.8,3.0,72.0,7.0,764.64
2017-12-14 08:00:00,1,12.0,762.0,4.0,72.0,7.0,751.68
2017-12-14 09:00:00,1,13.0,762.0,4.0,69.5,7.5,686.88
2017-12-14 10:00:00,1,13.0,762.4,5.0,72.0,8.0,725.76
2017-12-14 11:00:00,1,12.0,762.0,4.5,77.0,8.0,725.76
2017-12-14 12:00:00,1,12.0,761.2,5.0,82.0,9.0,654.48
2017-12-14 13:00:00,1,12.5,760.85,5.0,79.5,9.0,732.24
2017-12-14 14:00:00,1,13.0,760.5,5.0,72.0,8.0,699.84
2017-12-14 15:00:00,1,12.5,760.5,5.5,79.5,9.0,712.8
2017-12-14 16:00:00,1,12.5,760.5,6.0,79.5,9.0,667.44
2017-12-14 17:00:00,1,13.0,760.5,5.0,77.0,9.0,673.92
2017-12-14 18:00:00,1,13.0,760.1,4.5,82.0,10.0,693.36
2017-12-14 19:00:00,1,13.0,759.7,4.0,77.0,9.0,654.48
2017-12-14 20:00:00,1,13.0,759.7,4.5,82.0,10.0,673.92
2017-12-14 21:00:00,1,13.0,759.35,4.0,82.0,10.0,648.0
2017-12-14 22:00:00,1,13.0,759.0,3.5,82.0,10.0,648.0
2017-12-14 23:00:00,1,13.0,759.0,3.5,82.0,10.0,576.72
2017-12-15 00:00:00,1,12.5,758.2,3.5,91.0,11.0,596.16
2017-12-15 01:00:00,1,13.0,757.95,3.5,88.0,11.0,583.2
2017-12-15 02:00:00,1,13.0,757.7,4.0,88.0,11.0,622.08
2017-12-15 03:00:00,1,13.0,757.3,3.5,91.0,11.5,544.32
2017-12-15 04:00:00,1,13.0,756.9,4.0,94.0,12.0,531.36
2017-12-15 05:00:00,1,14.0,756.2,3.5,88.0,12.0,524.88
2017-12-15 06:00:00,1,14.0,756.2,3.0,88.0,12.0,576.72
2017-12-15 07:00:00,1,14.0,755.8,4.0,88.0,12.0,660.96
2017-12-15 08:00:00,1,14.0,755.4,4.0,88.0,12.0,660.96
2017-12-15 09:00:00,1,13.5,755.0,5.0,94.0,12.5,602.64
2017-12-15 10:00:00,1,13.0,754.6,5.0,94.0,12.0,635.04
2017-12-15 11:00:00,1,13.0,753.5,4.0,94.0,12.0,635.04
2017-12-15 12:00:00,1,13.0,752.7,4.0,94.0,12.0,576.72
2017-12-15 13:00:00,1,13.5,751.2,5.0,97.0,13.0,602.64
2017-12-15 14:00:00,1,14.0,750.45,7.0,94.0,13.0,609.12
2017-12-15 15:00:00,1,14.0,750.1,7.0,94.0,13.0,609.12
2017-12-15 16:00:00,1,14.0,750.1,7.0,94.0,13.0,570.24
2017-12-15 17:00:00,1,14.0,749.3,6.5,94.0,13.0,557.28
2017-12-15 18:00:00,1,14.0,749.3,5.5,94.0,13.0,596.16
2017-12-15 19:00:00,1,12.5,749.7,4.5,94.0,11.5,596.16
2017-12-15 20:00:00,1,12.0,750.1,4.0,94.0,11.0,641.52
2017-12-15 21:00:00,1,12.0,750.1,4.0,88.0,10.0,635.04
